,Survey Year,SalaryUSD,PostalCode,EmploymentStatus,JobTitle,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,Gender,OtherJobDuties
5636,2018,112000.0,48933,Full time employee,Manager,6,Not Asked,4,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)
5639,2018,70000.0,95070,Part time,Developer: T-SQL,8,Not Asked,4,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5644,2018,140000.0,60181,"Independent consultant, contractor, freelancer,  or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",6,Not Asked,5,Male,
5648,2018,96600.0,467xx,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),8,Not Asked,None,Male,"Architect, Developer: T-SQL"
5649,2018,57000.0,,Full time employee,Engineer,3,Not Asked,1,Male,"Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc)"
5650,2018,85000.0,62819,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,1,Male,Data Scientist
5651,2018,97500.0,55435,Full time employee,Developer: T-SQL,10,Not Asked,More than 5,Male,
5653,2018,125000.0,926,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,4,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5654,2018,48000.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",0,Not Asked,None,Female,
5655,2018,105000.0,77005,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",4,Not Asked,2,Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5656,2018,125000.0,22202,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",4,Not Asked,1,Male,"Analyst, Data Scientist, Manager"
5658,2018,102000.0,49544,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,1,Male,"Architect, Developer: T-SQL"
5659,2018,153000.0,91367,Full time employee,Developer: T-SQL,1,Not Asked,More than 5,Male,Engineer
5660,2018,101000.0,80205,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",3,Not Asked,None,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5661,2018,150000.0,30004,Full time employee,Developer: T-SQL,2,Not Asked,1,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)"
5662,2018,160000.0,91214,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),10,Not Asked,None,Male,Architect
5665,2018,70000.0,40205,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,3,Male,
5666,2018,80000.0,32164,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),6,Not Asked,2,Male,Analyst
5667,2018,72000.0,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,More than 5,Prefer not to say,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)"
5668,2018,60090.0,45202,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,5,Male,
5669,2018,102960.0,54,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",6,Not Asked,1,Female,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5671,2018,131000.0,29201,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,1,Male,
5672,2018,95000.0,66205,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",3,Not Asked,None,Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)"
5673,2018,90000.0,70130,Full time employee,Other,4,Not Asked,None,Male,"Analyst, Developer: T-SQL"
5675,2018,114000.0,75034,Full time employee,Developer: T-SQL,16,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)"
5677,2018,126000.0,22902,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,Not Asked,3,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Manager"
5681,2018,155000.0,80202,Full time employee of a consulting/contracting company,Manager,5,Not Asked,4,Female,"Architect, Engineer"
5684,2018,110400.0,91320,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),39,Not Asked,1,Male,
5685,2018,96000.0,77845,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",3,Not Asked,3,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5686,2018,105000.0,64029,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",4,Not Asked,2,Male,"Architect, Developer: T-SQL, Manager"
5688,2018,130000.0,77042,Full time employee,Manager,1,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL"
5689,2018,80000.0,95678,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,2,Male,Analyst
5690,2018,94000.0,,Full time employee,Developer: T-SQL,9,Not Asked,None,Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc)"
5692,2018,115000.0,48150,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,Not Asked,4,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
5693,2018,74000.0,47591,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",1,Not Asked,1,Male,
5694,2018,61800.0,48243,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,4,Male,
5695,2018,83232.0,15650,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),9,Not Asked,None,Male,
5696,2018,112000.0,83702,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,Not Asked,2,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5698,2018,98000.0,38017,Full time employee,"Developer: App code (C#, JS, etc)",2,Not Asked,5,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5699,2018,170000.0,19103,Full time employee,Manager,5,Not Asked,None,Male,"Architect, Data Scientist, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer"
5701,2018,100000.0,60606,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",1,Not Asked,1,Male,
5703,2018,48000.0,59102,Full time employee,Developer: T-SQL,13,Not Asked,4,Male,"Developer: App code (C#, JS, etc)"
5706,2018,120000.0,479xx,Full time employee,Developer: T-SQL,3,Not Asked,More than 5,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5707,2018,135000.0,77007,Full time employee,Manager,3,Not Asked,More than 5,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)"
5709,2018,121000.0,2130,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",5,Not Asked,None,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL, Manager"
5710,2018,140000.0,32779,Full time employee,Engineer,17,Not Asked,1,Male,Architect
5712,2018,50000.0,37027,Full time employee,Analyst,1,Not Asked,1,Female,
5713,2018,73000.0,68521,Full time employee,Engineer,3,Not Asked,More than 5,Male,Developer: T-SQL
5714,2018,167250.0,944,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",12,Not Asked,1,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)"
5717,2018,95000.0,41075,Full time employee,Engineer,1,Not Asked,2,Male,"Architect, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5718,2018,77000.0,376,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",5,Not Asked,1,Male,"Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Manager"
5719,2018,111000.0,67052,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),20,Not Asked,1,Male,Data Scientist
5720,2018,121368.0,300,Full time employee of a consulting/contracting company,"DBA (Development Focus - tunes queries, indexes, does deployments)",15,Not Asked,None,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)"
5721,2018,105000.0,44017,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),2,Not Asked,3,Male,
5722,2018,95000.0,27244,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),6,Not Asked,1,Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Engineer"
5723,2018,105000.0,43016,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),20,Not Asked,1,Male,Engineer
5724,2018,156000.0,1463,Full time employee,Architect,5,Not Asked,More than 5,Male,
5725,2018,49000.0,75904,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,Not Asked,None,Male,Developer: T-SQL
5728,2018,115000.0,84095,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,Not Asked,None,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL"
5730,2017,90000.0,Not Asked,Full time employee,DBA,3,Not Asked,1,Not Asked,Not Asked
5734,2017,89000.0,Not Asked,Full time employee,DBA,1,Not Asked,More than 5,Not Asked,Not Asked
5735,2017,108000.0,Not Asked,Full time employee,DBA,12,Not Asked,2,Not Asked,Not Asked
5737,2017,120000.0,Not Asked,Full time employee,DBA,5,Not Asked,5,Not Asked,Not Asked
5739,2017,80000.0,Not Asked,Full time employee,Developer: T-SQL,2,Not Asked,None,Not Asked,Not Asked
5740,2017,65000.0,Not Asked,Full time employee,DBA,15,Not Asked,None,Not Asked,Not Asked
5741,2017,95000.0,Not Asked,Full time employee,Analyst,7,Not Asked,None,Not Asked,Not Asked
5742,2017,140000.0,Not Asked,Full time employee,DBA,2,Not Asked,More than 5,Not Asked,Not Asked
5745,2017,63600.0,Not Asked,Full time employee,Analyst,4,Not Asked,4,Not Asked,Not Asked
5749,2017,65000.0,Not Asked,Full time employee,Developer: T-SQL,3,Not Asked,None,Not Asked,Not Asked
5750,2017,175000.0,Not Asked,Full time employee,Manager,5,Not Asked,More than 5,Not Asked,Not Asked
5751,2017,100000.0,Not Asked,Full time employee,DBA,1,Not Asked,2,Not Asked,Not Asked
5752,2017,98000.0,Not Asked,Full time employee,Manager,10,Not Asked,None,Not Asked,Not Asked
5755,2017,145000.0,Not Asked,Full time employee of a consulting/contracting company,Architect,4,Not Asked,4,Not Asked,Not Asked
5756,2017,155000.0,Not Asked,Full time employee,Manager,7,Not Asked,More than 5,Not Asked,Not Asked
5757,2017,85000.0,Not Asked,Full time employee,DBA,6,Not Asked,1,Not Asked,Not Asked
5758,2017,130000.0,Not Asked,Full time employee,DBA,3,Not Asked,2,Not Asked,Not Asked
5759,2017,120000.0,Not Asked,Full time employee,DBA,21,Not Asked,1,Not Asked,Not Asked
5760,2017,105000.0,Not Asked,Full time employee,DBA,10,Not Asked,2,Not Asked,Not Asked
5761,2017,121000.0,Not Asked,Full time employee,DBA,29,Not Asked,1,Not Asked,Not Asked
5762,2017,83000.0,Not Asked,Full time employee,Engineer,3,Not Asked,2,Not Asked,Not Asked
5763,2017,128000.0,Not Asked,Full time employee,DBA,12,Not Asked,3,Not Asked,Not Asked
5764,2017,120000.0,Not Asked,Full time employee,Architect,1,Not Asked,None,Not Asked,Not Asked
